Event Identifier,Event Name,Event Record,First Date Year,First Date,Last Date,Venue Identifier,Venue Name,Suburb,State,Country,Latitude,Longitude,Primary Genre,Secondary Genre,Organisations,Subjects,Contributor Count,Resource Count,Works,,,
156657,Glastonbury Festival 1992: Pyramid Stage,https://ausstage.edu.au/pages/event/156657,1992,26/6/1992,28/6/1992,20237,Glastonbury Festival - Pyramid Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,Festival,Glastonbury Festival,,0,0,,,,
156658,Glastonbury Festival 1990: Pyramid Stage,https://ausstage.edu.au/pages/event/156658,1990,22/6/1990,24/6/1990,20237,Glastonbury Festival - Pyramid Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,Festival,Glastonbury Festival,,0,0,,,,
156659,Glastonbury Festival 1989: Pyramid Stage,https://ausstage.edu.au/pages/event/156659,1989,16/6/1989,18/6/1989,20237,Glastonbury Festival - Pyramid Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,Festival,Glastonbury Festival,,0,0,,,,
156660,Glastonbury Festival 1987: Pyramid Stage,https://ausstage.edu.au/pages/event/156660,1987,19/6/1987,21/6/1987,20237,Glastonbury Festival - Pyramid Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,Festival,Glastonbury Festival,,0,0,,,,
156661,Glastonbury Festival 1986: Pyramid Stage,https://ausstage.edu.au/pages/event/156661,1986,20/6/1986,22/6/1986,20237,Glastonbury Festival - Pyramid Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,Festival,Glastonbury Festival,,0,0,,,,
156662,Glastonbury Festival 1985: Pyramid Stage,https://ausstage.edu.au/pages/event/156662,1985,21/6/1985,23/6/1985,20237,Glastonbury Festival - Pyramid Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,Glastonbury Festival,,0,0,,,,
156663,Glastonbury Festival 1984: Pyramid Stage,https://ausstage.edu.au/pages/event/156663,1984,22/6/1984,24/6/1984,20237,Glastonbury Festival - Pyramid Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,Festival,Glastonbury Festival,,0,0,,,,
156664,Glastonbury Festival 1983: Pyramid Stage,https://ausstage.edu.au/pages/event/156664,1983,17/6/1983,19/6/1983,20237,Glastonbury Festival - Pyramid Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,Festival,Glastonbury Festival,,0,0,,,,
156665,Glastonbury Festival 1982: Pyramid Stage,https://ausstage.edu.au/pages/event/156665,1982,18/6/1982,20/6/1982,20237,Glastonbury Festival - Pyramid Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,Festival,Glastonbury Festival,,0,0,,,,
156666,Glastonbury Festival 1981: Pyramid Stage,https://ausstage.edu.au/pages/event/156666,1981,19/6/1981,21/6/1981,20237,Glastonbury Festival - Pyramid Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,Festival,Glastonbury Festival,,0,0,,,,
156667,Glastonbury Fayre 1979: Pyramid Stage,https://ausstage.edu.au/pages/event/156667,1979,21/6/1979,23/6/1979,20237,Glastonbury Festival - Pyramid Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,Festival,Glastonbury Festival,,0,0,,,,
156668,"Pop, Folk & Blues 1970: Main Stage",https://ausstage.edu.au/pages/event/156668,1970,19/9/1970,19/9/1970,20856,Glastonbury Festival - Main Stage,Shepton Mallet,O/S,England,51.159081,-2.583461,Music,Festival,Glastonbury Festival,,0,0,,,,
156669,Ian McNabb & Crazy Horse,https://ausstage.edu.au/pages/event/156669,1994,24/6/1994,24/6/1994,20237,Glastonbury Festival - Pyramid Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"Crazy Horse, Glastonbury Festival",,1,0,,,,
156670,Blind Melon,https://ausstage.edu.au/pages/event/156670,1994,24/6/1994,24/6/1994,20237,Glastonbury Festival - Pyramid Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"Blind Melon, Glastonbury Festival",,0,0,,,,
156671,Saint Etienne,https://ausstage.edu.au/pages/event/156671,1994,24/6/1994,24/6/1994,20237,Glastonbury Festival - Pyramid Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"Saint Etienne, Glastonbury Festival",,0,0,,,,
156672,World Party,https://ausstage.edu.au/pages/event/156672,1994,24/6/1994,24/6/1994,20237,Glastonbury Festival - Pyramid Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"World Party, Glastonbury Festival",,0,0,,,,
156673,Spin Doctors,https://ausstage.edu.au/pages/event/156673,1994,24/6/1994,24/6/1994,20237,Glastonbury Festival - Pyramid Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"Spin Doctors, Glastonbury Festival",,1,0,,,,
156674,Rage Against The Machine,https://ausstage.edu.au/pages/event/156674,1994,24/6/1994,24/6/1994,20237,Glastonbury Festival - Pyramid Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"Rage Against The Machine, Tool, Glastonbury Festival",,2,0,,,,
156675,The Levellers,https://ausstage.edu.au/pages/event/156675,1994,24/6/1994,24/6/1994,20237,Glastonbury Festival - Pyramid Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"The Levellers, Glastonbury Festival",,0,0,,,,
156676,Little Axe,https://ausstage.edu.au/pages/event/156676,1994,25/6/1994,25/6/1994,20237,Glastonbury Festival - Pyramid Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,Glastonbury Festival,,1,0,,,,
156681,Auckland Arts Festival 2013,https://ausstage.edu.au/pages/event/156681,2013,6/3/2013,24/3/2013,3066,Auckland,Auckland,O/S,New Zealand,-36.84846,174.763332,Theatre - Spoken Word,"Dance Theatre, Music Theatre","Australia Council for the Arts, Australian Government Catalyst Arts and Culture Fund, Creative Scotland, Culture Ireland, Embassy of the People's Republic of China, Flemish Government, Made in Scotland , The British Council, ASB Community Trust, Auckland Council, Creative New Zealand (Creative NZ), New Zealand Major Events, Pub Charity Limited, The Lion Foundation, Auckland Airport, Colenso BBDO, Westpac Banking Corporation, Auckland Arts Festival",,2,0,,,,
156682,"One Man, Two Guvnors",https://ausstage.edu.au/pages/event/156682,2013,14/3/2013,23/3/2013,20547,Aotea Centre,Auckland CBD,O/S,New Zealand,-36.852342,174.763166,Theatre - Spoken Word,"Comedy, Physical Theatre, Satire","National Theatre of Great Britain, Westpac Banking Corporation",,3,0,"One Man, Two Guvnors",,,
156683,Urban,https://ausstage.edu.au/pages/event/156683,2013,13/3/2013,17/3/2013,16350,The Civic,Auckland,O/S,New Zealand,-36.851063,174.763968,Other,"Acrobatics, Circus, Theatre","Circolombia, Flava, Arts Projects Australia",,0,0,Urban,,,
156684,Leo,https://ausstage.edu.au/pages/event/156684,2013,19/3/2013,24/3/2013,16343,Maidment Theatre,Auckland CBD,O/S,New Zealand,-36.851648,174.768829,Other,"Physical Theatre, Solo","Auckland Arts Festival, Circle Of Eleven, Arts Projects Australia",,1,0,,,,
156686,The Factory,https://ausstage.edu.au/pages/event/156686,2013,6/3/2013,11/3/2013,20801,"Rangatira, Q Theatre",Auckland CBD,O/S,New Zealand,-36.853332,174.763281,Music Theatre,Musical,"Kila Kokonut Krew, ASB Community Trust, Creative New Zealand (Creative NZ), Auckland Arts Festival",,12,0,The Factory,,,
156688,Dido & Aeneas / Edward John Eyre,https://ausstage.edu.au/pages/event/156688,1973,6/8/1973,17/8/1973,14537,Aberdeen,Aberdeen,O/S,Scotland,57.149717,-2.094278,Music Theatre,Opera,"NIDA, University of New South Wales Opera",,15,0,"Dido and Aeneas, Z. 626, Edward John Eyre",,,
156689,Dido & Aeneas / Edward John Eyre,https://ausstage.edu.au/pages/event/156689,1973,18/8/1973,20/8/1973,13474,London,London,O/S,England,51.507335,-0.127683,Music Theatre,Opera,"NIDA, University of New South Wales Opera",,15,0,"Dido and Aeneas, Z. 626, Edward John Eyre",,,
156720,Hui,https://ausstage.edu.au/pages/event/156720,2013,8/3/2013,8/3/2013,20685,Māngere Arts Centre,Māngere,O/S,New Zealand,-36.969154,174.798861,Theatre - Spoken Word,Indigenous,"Auckland Arts Festival, Silo Theatre, ASB Community Trust, Creative New Zealand (Creative NZ), Playmarket",,2,0,Hui,,,
156721,Hui,https://ausstage.edu.au/pages/event/156721,2013,16/3/2013,23/3/2013,20801,"Rangatira, Q Theatre",Auckland CBD,O/S,New Zealand,-36.853332,174.763281,Theatre - Spoken Word,Indigenous,"Auckland Arts Festival, Silo Theatre, ASB Community Trust, Creative New Zealand (Creative NZ), Playmarket",,2,0,Hui,,,
156722,The Ballad of Pondlife McGurk,https://ausstage.edu.au/pages/event/156722,2013,9/3/2013,9/3/2013,13797,Bruce Mason Centre,Auckland,O/S,New Zealand,-36.78362,174.77342,Theatre - Spoken Word,One Person Show,"Catherine Wheels Theatre Company, Creative Scotland, Made in Scotland",,4,0,The Ballad of Pondlife McGurk,,,
156723,The Ballad of Pondlife McGurk,https://ausstage.edu.au/pages/event/156723,2013,16/3/2013,16/3/2013,20685,Māngere Arts Centre,Māngere,O/S,New Zealand,-36.969154,174.798861,Theatre - Spoken Word,Children's Theatre,Catherine Wheels Theatre Company,,4,0,The Ballad of Pondlife McGurk,,,
156724,The Ballad of Pondlife McGurk,https://ausstage.edu.au/pages/event/156724,2013,23/3/2013,24/3/2013,15686,Auckland Town Hall Concert Chamber (The Edge),Auckland,O/S,New Zealand,-36.851085,174.764347,Theatre - Spoken Word,"Children's Theatre, One Person Show","Catherine Wheels Theatre Company, Creative Scotland, Made in Scotland",,4,0,The Ballad of Pondlife McGurk,,,
156725,The Man Who Planted Trees,https://ausstage.edu.au/pages/event/156725,2013,9/3/2013,9/3/2013,15686,Auckland Town Hall Concert Chamber (The Edge),Auckland,O/S,New Zealand,-36.851085,174.764347,Theatre - Spoken Word,"Family, Puppetry, Storytelling","Puppet State Theatre Company, Creative Scotland",,1,0,The Man Who Planted trees,,,
156726,Rhinoceros in Love,https://ausstage.edu.au/pages/event/156726,2013,8/3/2013,12/3/2013,16343,Maidment Theatre,Auckland CBD,O/S,New Zealand,-36.851648,174.768829,Theatre - Spoken Word,"Drama, Music Theatre","Asia New Zealand Foundation, Ministry of Culture of the People's Republic of China",,2,0,Rhinoceros in Love,,,
156727,"I, George Nepia",https://ausstage.edu.au/pages/event/156727,2013,8/3/2013,8/3/2013,20834,Mahurangi College,Warkworth,O/S,New Zealand,-36.405979,174.657036,Theatre - Spoken Word,"Indigenous, Sport","Tawata Productions, Creative New Zealand (Creative NZ)",,3,0,"I, George Nepia",,,
156728,"I, George Nepia",https://ausstage.edu.au/pages/event/156728,2013,13/3/2013,18/3/2013,27893,Q Theatre Loft,Auckland,O/S,New Zealand,-36.852753,174.763467,Theatre - Spoken Word,"Biographical, Māori Theatre, Solo, Sport","Tawata Productions, Creative New Zealand (Creative NZ)","First Nations, Māori, Rugby",6,0,"I, George Nepia",,,
156729,"I, George Nepia",https://ausstage.edu.au/pages/event/156729,2013,21/3/2013,23/3/2013,20685,Māngere Arts Centre,Māngere,O/S,New Zealand,-36.969154,174.798861,Theatre - Spoken Word,"Indigenous, Sport","Tawata Productions, Creative New Zealand (Creative NZ)",,3,0,"I, George Nepia",,,
156730,I Heart Alice Heart I,https://ausstage.edu.au/pages/event/156730,2013,7/3/2013,11/3/2013,27893,Q Theatre Loft,Auckland,O/S,New Zealand,-36.852753,174.763467,Theatre - Spoken Word,Romantic,"Hotfortheatre, Culture Ireland",,2,0,I Heart Alice Heart I,,,
156736,Grant Lee Buffalo,https://ausstage.edu.au/pages/event/156736,1994,25/6/1994,25/6/1994,20237,Glastonbury Festival - Pyramid Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"Grant Lee Buffalo, Glastonbury Festival",,0,0,,,,
156737,Jah Wobble & The Invaders of the Heart,https://ausstage.edu.au/pages/event/156737,1994,25/6/1994,25/6/1994,20237,Glastonbury Festival - Pyramid Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"The Invaders of the Heart, Glastonbury Festival",,1,0,,,,
156738,Ride,https://ausstage.edu.au/pages/event/156738,1994,25/6/1994,25/6/1994,20237,Glastonbury Festival - Pyramid Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"Ride, Glastonbury Festival",,0,0,,,,
156739,Dwight Yoakam,https://ausstage.edu.au/pages/event/156739,1994,25/6/1994,25/6/1994,20237,Glastonbury Festival - Pyramid Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,Glastonbury Festival,,1,0,,,,
156740,Galliano,https://ausstage.edu.au/pages/event/156740,1994,25/6/1994,25/6/1994,20237,Glastonbury Festival - Pyramid Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"Galliano, Glastonbury Festival",,0,0,,,,
156741,Nick Cave and the Bad Seeds,https://ausstage.edu.au/pages/event/156741,1994,25/6/1994,25/6/1994,20237,Glastonbury Festival - Pyramid Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"The Bad Seeds, Glastonbury Festival",,1,0,,,,
156742,Paul Weller,https://ausstage.edu.au/pages/event/156742,1994,25/6/1994,25/6/1994,20237,Glastonbury Festival - Pyramid Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,Glastonbury Festival,,1,0,,,,
156743,Elvis Costello & The Attractions,https://ausstage.edu.au/pages/event/156743,1994,25/6/1994,25/6/1994,20237,Glastonbury Festival - Pyramid Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"The Attractions, Glastonbury Festival",,1,0,,,,
156744,Tindersticks,https://ausstage.edu.au/pages/event/156744,1994,26/6/1994,26/6/1994,20237,Glastonbury Festival - Pyramid Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"Tindersticks, Glastonbury Festival",,0,0,,,,
156745,Mary Black,https://ausstage.edu.au/pages/event/156745,1994,26/6/1994,26/6/1994,20237,Glastonbury Festival - Pyramid Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,Glastonbury Festival,,1,0,,,,
156746,The Lemonheads,https://ausstage.edu.au/pages/event/156746,1994,26/6/1994,26/6/1994,20237,Glastonbury Festival - Pyramid Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"The Lemonheads, Glastonbury Festival",,0,0,,,,
156747,Jackson Browne,https://ausstage.edu.au/pages/event/156747,1994,26/6/1994,26/6/1994,20237,Glastonbury Festival - Pyramid Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,Glastonbury Festival,,1,0,,,,
156748,Johnny Cash,https://ausstage.edu.au/pages/event/156748,1994,26/6/1994,26/6/1994,20237,Glastonbury Festival - Pyramid Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,Glastonbury Festival,,1,0,,,,
156749,James,https://ausstage.edu.au/pages/event/156749,1994,26/6/1994,26/6/1994,20237,Glastonbury Festival - Pyramid Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"James, Glastonbury Festival",,0,0,,,,
156750,Lucky Dube,https://ausstage.edu.au/pages/event/156750,1994,26/6/1994,26/6/1994,20237,Glastonbury Festival - Pyramid Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,Glastonbury Festival,,1,0,,,,
156751,Peter Gabriel,https://ausstage.edu.au/pages/event/156751,1994,26/6/1994,26/6/1994,20237,Glastonbury Festival - Pyramid Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,Glastonbury Festival,,1,0,,,,
156752,Van Morrison,https://ausstage.edu.au/pages/event/156752,1994,26/6/1994,26/6/1994,20237,Glastonbury Festival - Pyramid Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,Glastonbury Festival,,1,0,,,,
156753,The 4 of Us,https://ausstage.edu.au/pages/event/156753,1993,25/6/1993,25/6/1993,20237,Glastonbury Festival - Pyramid Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"The 4 of Us, Glastonbury Festival",,0,0,,,,
156754,Rolf Harris,https://ausstage.edu.au/pages/event/156754,1993,25/6/1993,25/6/1993,20237,Glastonbury Festival - Pyramid Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,Glastonbury Festival,,1,0,,,,
156755,The Tragically Hip,https://ausstage.edu.au/pages/event/156755,1993,25/6/1993,25/6/1993,20237,Glastonbury Festival - Pyramid Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"The Tragically Hip, Glastonbury Festival",,0,0,,,,
156756,Green on Red,https://ausstage.edu.au/pages/event/156756,1993,25/6/1993,25/6/1993,20237,Glastonbury Festival - Pyramid Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"Green on Red, Glastonbury Festival",,0,0,,,,
156757,Midnight Oil,https://ausstage.edu.au/pages/event/156757,1993,25/6/1993,25/6/1993,20237,Glastonbury Festival - Pyramid Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"Midnight Oil, Glastonbury Festival",,0,0,,,,
156758,The Velvet Underground,https://ausstage.edu.au/pages/event/156758,1993,25/6/1993,25/6/1993,20237,Glastonbury Festival - Pyramid Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"The Velvet Underground, Glastonbury Festival",,0,0,,,,
156759,Robert Plant,https://ausstage.edu.au/pages/event/156759,1993,25/6/1993,25/6/1993,20237,Glastonbury Festival - Pyramid Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,Glastonbury Festival,,1,0,,,,
156760,The Black Crowes,https://ausstage.edu.au/pages/event/156760,1993,25/6/1993,25/6/1993,20237,Glastonbury Festival - Pyramid Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"The Black Crowes, Glastonbury Festival",,0,0,,,,
156761,Helena,https://ausstage.edu.au/pages/event/156761,1993,26/6/1993,26/6/1993,20237,Glastonbury Festival - Pyramid Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,Glastonbury Festival,,1,0,,,,
156762,Barenaked Ladies,https://ausstage.edu.au/pages/event/156762,1993,26/6/1993,26/6/1993,20237,Glastonbury Festival - Pyramid Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"Barenaked Ladies, Glastonbury Festival",,0,0,,,,
156763,Värttinä,https://ausstage.edu.au/pages/event/156763,1993,26/6/1993,26/6/1993,20237,Glastonbury Festival - Pyramid Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"Värttinä, Glastonbury Festival",,0,0,,,,
156764,Alison Moyet & The Mothers of Good Intention,https://ausstage.edu.au/pages/event/156764,1993,26/6/1993,26/6/1993,20237,Glastonbury Festival - Pyramid Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"The Mothers of Good Intention, Glastonbury Festival",,1,0,,,,
156765,The Saw Doctors,https://ausstage.edu.au/pages/event/156765,1993,26/6/1993,26/6/1993,20237,Glastonbury Festival - Pyramid Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"The Saw Doctors, Glastonbury Festival",,0,0,,,,
156766,Hothouse Flowers,https://ausstage.edu.au/pages/event/156766,1993,26/6/1993,26/6/1993,20237,Glastonbury Festival - Pyramid Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"Hothouse Flowers, Glastonbury Festival",,0,0,,,,
156767,Christy Moore,https://ausstage.edu.au/pages/event/156767,1993,26/6/1993,26/6/1993,20237,Glastonbury Festival - Pyramid Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,Glastonbury Festival,,1,0,,,,
156768,The Kinks,https://ausstage.edu.au/pages/event/156768,1993,26/6/1993,26/6/1993,20237,Glastonbury Festival - Pyramid Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"The Kinks, Glastonbury Festival",,0,0,,,,
156769,Lenny Kravitz,https://ausstage.edu.au/pages/event/156769,1993,26/6/1993,26/6/1993,20237,Glastonbury Festival - Pyramid Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,Glastonbury Festival,,1,0,,,,
156770,Red Hot Chili Peppers,https://ausstage.edu.au/pages/event/156770,1993,26/6/1993,26/6/1993,20237,Glastonbury Festival - Pyramid Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"Red Hot Chili Peppers, Glastonbury Festival",,0,0,,,,
156771,The Glastonbury Town Brass Band,https://ausstage.edu.au/pages/event/156771,1993,27/6/1993,27/6/1993,20237,Glastonbury Festival - Pyramid Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"The Glastonbury Town Brass Band, Glastonbury Festival",,0,0,,,,
156772,The Brontë Brothers,https://ausstage.edu.au/pages/event/156772,1993,27/6/1993,27/6/1993,20237,Glastonbury Festival - Pyramid Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,"The Brontë Brothers, Glastonbury Festival",,0,0,,,,
156773,Baaba Maal,https://ausstage.edu.au/pages/event/156773,1993,27/6/1993,27/6/1993,20237,Glastonbury Festival - Pyramid Stage,Shepton Mallet,O/S,England,51.159706,-2.585441,Music,,Glastonbury Festival,,1,0,,,,
